Name,2_March
Sikko Industries,85.95
Sikozy Realtors,0.76
SIL Investments,455.8
Silgo Retail,26.15
Silicon Valley Info,0
Silly Monks Enter,17.2
Silver Oak,78.09
Silver Pearl Hospit.,9.9
Silver Touch,703.05
Silveroak,4.43
Simbhaoli Sugars,31.8
Simmonds Marshall,78.43
Simplex Castings,0
Simplex Infra,102.75
Simplex Mills Co,2273
Simplex Mills Co,2273
Simplex Papers,1641.5
Simplex Papers,1641.5
Simplex Realty,165.95
Sinclairs Hotels,124.6
Sindhu Trade Links,37.6
Sindu Valley Tech,18.84
Singer India,0
Sinnar Bidi Udyog,475
Sintercom India,128.3
Sintex Industries,2.3
Sintex Plastics,1.2
SIP Industries,6.01
Sir Shadi Lal Entr,360.35
Sirca Paints India,348.6
Sirohia & Sons,6.44
SIS,439.95
Sita Enterprises,42
Siti Networks,0.75
Siyaram Silk Mills,496.65
Sizemasters Technolg,178.6
SJ Corporation,37.55
SJS Enterprises,644.95
SJVN,120.95
SKF India,4641.25
SKIL Infrastructure,8.35
Skipper,342.7
SKM Egg Products,259.1
SKP Securities,104.48
SKPMIL,40.84
SKS Textiles,13.05
Sky Gold,1141.95
Sky Industries,87.61
Skyline Millars,17.79
Skyline Ventures,8.48
SM Gold,19.22
Smart Finsec,15.04
Smartlink Holdings,171.35
SMC Global Sec,133.65
SMIFS Capital,76.55
Smiths & Founders,5.03
SML Isuzu,2234.85
Smruthi Organics,162.9
SMS Lifesciences,595.55
SMS Pharmaceuticals,152.25
SNL Bearings,357.8
Snowman Logistics,76.95
Sobha,1625.7
Sobhaygya Mercantile,16.25
SOFCOM Systems,51.97
Softrak Venture,11.7
SoftSol India,294
SoftTech,327.8
Solar Industries,6847.35
Solara Active Pharma,461.95
Solid Containers,44
Solid Stone Co,35.98
Solis Marketing,0.5
Solitaire Machine,76.44
Som Datt Finance,0
Som Distilleries,275.95
Soma Papers,40.39
Soma Textiles,28.95
Somany Ceramics,663.2
Somany Home,409.8
Somi Conveyor,105.5
Sona Blw Precisi,694.2
Sonal Adhesives,86.78
Sonal Mercantile,102.77
Sonam,83.8
Sonata Software,822.15
Soni Medicare,25.05
SORIL Infra,66
Source Industries,3.34
Source Natural Foods,98.04
South Asian Entr,45.3
South India Paper,0
South Indian Bank,32.15
Southern Infosys,18.4
Southern Latex,22
Southern Magnesium,238.3
Southern Petrochem,88.8
Sovereign Diamonds,29.37
SP Apparels,618.65
SP Capital Fin,37.38
Space Incubatrics,2.5
Spacenet Entr,36.8
Span Divergent,14.91
Spandana Sphoorty,937.8
Sparc Electrex,23.57
Sparkling (India)Fin,28.05
Speciality Restaurants,226.25
Spectra Industries,5.28
Spectrum Foods,54.75
SPEL Semiconductor,0
Spencer's Retail,113.7
Spenta International,145
Spice Island Apparel,40.5
SpiceJet,31.7
SPL Industries,67.45
SPML Infra,114.15
Sportking India,828.65
Sprayking,248.55
SPS Finquest,67
SPS International,33.25
SPV Global Trading,13.77
Square Four,8.5
Square Four,8.5
SR Industries,2.31
Sree Jayalakshmi,4
Sree Rayalaseema,534.2
Sreeleathers,316.55
SREI Infra Fin,2.1
Srestha Finvest,1.26
SRF,2394.7
SRG Housing Finance,271.7
Sri Adhikari TV,3.75
Sri Amarnath Finance,7.77
Sri KPR Industries,33.8
Sri Krishna Const,5.2
Sri Lakshmi Textile,45.53
Sri Nachammai Mills,33.5
Sri Ramakrishna Mill,48.27
Srikalahasthi Pipes,200.8
SRM Energy,38.01
SRSL,0
SRU Steels,10.63
SSIL,13.89
SSPDL,18.13
Stampede Capital,1.7
Standard Batteries,0
Standard Capital,2.92
Standard Capital,2.92
Standard Surfactants,73.13
Stanpacks India,10.67
Stanrose Mafatlal,88.59
Star Cement,210.35
Star Delta Trans,695.85
Star Health Insurance,566.75
Star Paper Mills,242.9
Starcom Info Tech,71.68
Starlineps Entr,111.5
Starlit Power System,4.95
Starlite Components,2.55
Starlog Enterprises,0
Starteck Finance,327.5
STC,155.7
Steel Cast,647.95
Steel City Secs,80
Steel Exchange India,14.95
Steel Strips Infra,36.61
Steel Strips Wheels,255.05
Steelco Gujarat,0
STEL Holdings,350.75
Stellant Securities,14.4
Step Two Corporation,41.01
Stephanotis Finance,41
Sterling,598.95
Sterling Greenwoods,36.79
Sterling Guaranty,19.68
Sterling Powergensys,16.19
Sterling Tools,369.2
Sterlite Tech,140.1
STI India,2.85
STL Global,17.45
Stove Kraft,491.75
Stovec Industries,2622.95
Stratmont Industries,76.19
Strides Pharma,800.05
Sturdy Industries,0.5
Stylam Industries,1589.5
Styrenix Performance,1445.85
Subex,36.3
Subhash Silk Mills,29.98
Subros,600.9
Sudal Industries,59.62
Sudarshan Chemical,592.4
Suditi Industries,0
Sugal & Damani,30.3
Sujala Trading,33.4
Sujana Universal,0.3
Sukhjit Starch,475.3
Sula Vineyards,557
Sulabh Engineers,5.68
Sumedha Fiscal,52.86
Sumeet Industries,3.7
Sumeru Industries,2.5
Sumit Woods,64
Sumitomo Chemical,376.4
Summit Securities,1365.6
Sumuka Agro Inds,191.8
Sun Pharma Adv Res,381.25
Sun Pharmaceutical,1550.55
Sun Source,2.56
Sun TV Network,628.15
Suncare Traders,1.26
Suncity Synthetics,9.4
Sundaram Brake Lin,700
Sundaram Fin Hold,216.85
Sundaram Finance,4075.15
Sundaram Multi Pap,3.1
Sundaram-Clayton,1483
Sundram Fasteners,1093.3
Sunflag Iron,209.25
Sungold Capital,2.95
Sunil Agro Foods,159
Sunil Healthcare,73.97
Sunraj Diamond,9
Sunrise Indl,7.15
Sunshield Chemicals,870.55
Sunshine Capital,278.6
Sunteck Realty,475.75
Super Bakers,30
Super Crop Safe,18.84
Super house,223.75
Super Sales India,0
Super Spinning Mills,8.7
Super Tannery,10.56
Superior Finlease,1.9
Superior Inds Entr,58.66
Supertex Industries,14.84
Supra Pacific Manage,26.53
Supra Trends,38.94
Suprajit Engineering,429.5
Supreme Engineering,1.2
Supreme Holdings,57.24
Supreme Industries,4120.85
Supreme Infra,77.9
Supreme Petrochem,718.3
Supreme Petrochem,718.3
Supriya Lifescience,351.25
Suraj,224.5
Suraj Estate Develop,340.1
Suraj Industries,98.59
Surana Solar,30.45
Surana Telecom,18
Surat Trade&Min.,12.23
Suratwwala Group,822.95
Surbhi Industries,2.74
Surya India,18.25
Surya Lakshmi Mills,76.55
Surya Roshni,606
Surya Roshni,606
Suryaamba Mills,168
Suryalata Mills,409.6
Suryavanshi Mills,0
Suryo Foods,19.47
Suryoday Small Fin,190.05
Sutlej Textiles,66.1
Suumaya Industries,8.1
Suven Life Science,111.35
Suven Pharma,720.4
Suvidhaa Infoserve,6.5
Suyog Telematics,1190.25
Suzlon Energy,43.95
SV Global Mill,114
SV Trading,7.35
Svam Software,3.29
Svaraj Trading,14.93
Svarnim Trade Udyog,26.01
SVC Industries,0
SVP Global,8.65
SW Invstmnts,66.74
SW Pinnacle,129.25
Swadeshi Industries,2
Swadeshi Polytex,127.05
Swagruha Infra,5.13
Swagtam Trading,84.84
Swan Energy,730.85
Swaraj Engines,2572.45
Swarna Securities,75.82
Swarnsarita,36.2
Swasti Vinayaka Art,5.17
Swasti Vinayaka Syn,8.14
Swastik Safe Deposit,11.73
Swastika Investmart,523.35
Swati Projects,31.38
Swelect Energy,1235.35
Swiss Military Goods,0
Switching Tech,67.62
Swojas Energy Foods,9.21
Sword Edge,0.36
Sybly Industries,8.19
Sylph Technologies,4.72
Sylph Technologies,4.72
Symbiox Investment,3.05
Symphony,916.3
Syncom Formulations,14.15
Syncom Healthcare,4.2
Synergy Green Inds,339.8
Syngene Intl,710.45
Synthiko Foils,83
Syrma SGS Technology,542.25
Syschem (India),57.17
Systematix Corp,896.9
Systematix Secs,5.56
T & I Global,263.95
T Spiritual World,1.72
TAAL Enterprises,2983.55
Taaza International,6.73
Tahmar Enterprises,2.69
Tahmar Enterprises,2.69
Tai Industries,43.04
Tainwala Chemicals,139.85
Taj GVK Hotels,364
Take Solutions,28.5
Talbros Automotive,286.2
Talbros Automotive,286.2
Talbros Engineering,650.95
Talwalkars Better,1.45
Talwalkars Health.,1.05
Tamboli Industries,162.1
Tamilnad Mercantile,487.55
Taneja Aerospace,0
Tanfac Industries,0
Tanla Platforms,979.9
Tantia Constructions,17.95
Tantia Constructions,44.5
Taparia Tools,3.37
Tarai Foods,12.23
Tarapur Transformers,6.15
TARC,160.85
Tarmat,128.15
Tarsons Products,464.65
Tashi India,116.5
Tasty Bite Eatables,13440.1
Tasty Dairy Spl,14.73
Tata Chemicals,973.05
Tata Coffee,344.8
Tata Communications,1914.45
Tata Consumer,1207.25
Tata Elxsi,7792.65
Tata Investment Corp,8027.05
Tata Metaliks,1110.55
Tata Motors,988.35
Tata Motors - DVR,658.25
Tata Power,379.15
Tata Steel,155.25
Tata Steel BSL,85.35
Tata Steel Long,829.95
Tata Technologies,1094.45
Tata Tele (Maha),87.85
Tatia Global Venn,6.39
Tatva Chintan,1225.2
Tavernier Resources,26.58
Tayo Rolls,0
TBZ,122.55
TCC Concept,508.65
TCFC Finance,65.19
TCI,828.1
TCI Developers,389
TCI Express,1134.95
TCI Finance,5.85
TCI Industries,1335
TCM,59.4
TCNS Clothing Co,389.4
TCPL Packaging,2215.1
TCS,4107.1
TD Power Systems,295.4
TeamLease Services,2971.75
Tech Mahindra,1272.5
TechIndia Nirman,31.2
Techno Electric,746.8
Technocraft Inds,1895.65
Technofab Eng.,6.15
TechNVision,1129.4
Teesta Agro,95
Tega Industries,1147.6
Tejas Networks,753.15
Tejassvi Aaharam,79.48
Tejnaksh Healthcare,28.57
Tejnaksh Healthcare,28.57
TeleCanor Global,6.46
Tembo Global Inds,288.45
Tera Software,59.2
Terai Tea Co,97.54
Terrascope Ventures,2.47
Texel Industries,51.02
TEXELINPP,26.65
Texmaco Infra,112.7
Texmaco Rail,190.8
Texmo Pipes,95.3
TFCI,239
TGB Banquets,17.3
TGV SRAAC,0
Thacker & Co,732
Thakkers Developer,188.75
Thanga Mayil Jewel,1355.3
The Federal Bank,153.4
The Indian Link,187.6
The Indian Link,187.6
The Western Indian,184.55
Thejo Engg,2727.3
Themis Medicare,257.6
Themis Medicare,257.6
Thermax,3666.6
Thinkink Picturez,77.28
Thirani Projects,3.83
Thirdwave Financial,42.56
Thirumalai Chemicals,256.4
Thomas Cook India,163
Thomas Scott India,348.9
Thyrocare Tech,680.5
Tiaan Consumer,2.98
Tide Water Oil,1663.9
Tierra Agrotech,67.83
Tiger Logistics,690.4
Tijaria Polypipes,12.1
TIL,566.05
Tilak Venture-x,3
Tilak Ventures,7.25
Tilaknagar Inds,215.85
Time Technoplast,222.35
Times Green Ener,82
Times Guaranty,108.85
Timex Group,0
Timken India,2750.8
Tine Agro,370
Tine Agro,370
Tinna Rubber,744.85
Tinna Trade,79.29
Tinplate Company,430.5
Tips Films,719.25
Tips Industries,502.3
Tips Industries,502.3
Tirth Plastic,51.4
Tirupati Foam,75
Tirupati Forge,18.65
Tirupati Sarjan,15.8
Tirupati Starch,161.15
Tirupati Tyres,85.97
Titagarh Railsystems,945.1
Titan,3764.1
Titan Biotech,562.45
Titan Intech,105.95
Titan Securities,33.14
TMSML,20.61
TMT,0
TN Newsprint,274.9
TN Petro Products,94.45
TN Telecommunication,12.8
Tokyo Finance,19.29
Tokyo Plast Intl,110.65
Torrent Pharma,2691.5
Torrent Power,1149.15
Total Transport,115.65
Touchwood Enter,152.95
Towa Sokki,173.75
Toyam Sports,6.14
TPI India,0
TPL Plastech,67.55
Tracxn Technologies,98.4
Trade-Wings,48
Tradewell Hldg,42.65
Trans Asia Corp.,3.2
Trans Freight,0
Trans Ind Hous Impex,39.1
Transchem,0
Transcorp Intl,41.69
Transformers India,345
Transgene Biotek,10.74
Transglobe Foods,124.8
Transindia Real Est,56.4
Transpact Entr,414.9
Transpek Industry,0
Transwarranty Fin,11.35
Tranway Technologies,8
TRC Financial,25.63
Tree House Education,28.3
Trejhara Solutions,167.25
Trekkingtoes.com,29.2
Trent,3909.6
Trescon,17.5
TRF,478.25
Tricom Fruit Product,1.48
Trident,42.5
Trident Texofab,57.31
Trident Tools,7.05
Tridev Infraestate,2.49
Trigyn Technologies,125.55
Trimurthi,12.85
Trinity League,17.95
Trio Mercantile,1.08
Trishakti Industries,61.27
Trishakti Industries,61.27
Triton Corp,0
Triton Valves,3192.25
Triveni Engg,329.35
Triveni Enterprises,1.67
Triveni Glass,0
Triveni Turbine,514.15
TruCap Finance,69.05
TSIL,14.36
TT,114.25
TTI Enterprise,16.94
TTK Healthcare,1489.65
TTK Prestige,742.75
Tube Investments,3759
Tulip Star Hotels,38.5
Tulive Developers,362.4
Tulsyan NEC,98.18
Tuni Textile Mills,1.97
Tuticorin Alkali,0
TV Today Network,246
TV Vision,7.3
TV18 Broadcast,58.9
TVS Electronics,319.7
TVS Holdings,9430.35
TVS Motor Company,2253.05
TVS Srichakra,4371.9
TVS Supply Chain Sol,183.9
Tyche Industries,185.95
Typhoon Finl. Serv.,18.95
Tyroon Tea,95.4
UCAL,165.7
UCO Bank,57.75
Udaipur Cement,31.75
Uday Jewellery,180
Udayshivakumar Infra,61.7
Uflex,432.6
UFO Moviez India,143.7
Ugar Sugar Works,81.8
Ugro Capital,269.85
UH Zaveri,53.27
Ujaas Energy,2.25
Ujjivan Financial,547.65
Ujjivan Small Fin,53.3
Ultracab India,17.76
Ultramarine,0
UltraTech Cement,10106.35
Uma Exports,92.5
Umang Dairies,101.75
Umiya Tubes,7.36
Uni-Abex Alloy,3344.3
Unichem Laboratories,524.6
Unick Fix-A-Form,57
Unifinz Capital Ind,45.76
Uniinfo Telecom,50.25
Unijolly Investments,4.55
Union Bank of India,146.95
Union Quality Plastics,13.49
Uniparts India,580.7
Uniphos Enterprises,141.5
Uniply,4
Uniply Decor,2.5
Unique Organics,121.65
Uniroyal Industries,27.75
Uniroyal Marine,12.36
Unison Metals,22.55
Unistar Multimedia,11.61
Unitech Intl,6.44
United Breweries,1707.7
United Credit,22.57
United Drilling,284.9
United Interactive,55.82
United Nilgiri,356.8
United Polyfab,111.65
United Spirits,1167
United Textiles,18.68
Univa Foods,6.65
Univastu India,144.85
Universal Arts,2.14
Universal Auto,181.15
Universal Cables,445.45
Universal Office,4.68
Universal Prime Alum,3.14
Universal Starch,157.8
Universus Photo,405.8
Uniworth,0
Unjha Formulations,21.1
UNO Minda,662.75
UP Hotels,1409.4
Updater Services,359.45
UPL,476.05
Upsurge Investment,44.38
UR Sugar Industries,15
Uravi T & Wedge,299
Urja Global,24.05
USG Tech Solutions,7.91
Usha Martin,325.1
Usha Martin Edu,6
Ushakiran Finance,24.98
Ushdev International,0
UTI AMC,905.75
Utique Enterprises,0
Utkarsh Small Fin.,53
UTL Industries,2.2
Uttam Galva Steels,3.45
Uttam Sugar Mills,347.4
UVDHL,287.95
UY Fincorp,27.82
V Guard Industries,341.85
V-Mart Retail,1937.75
V2 Retail,372.5
Va Tech Wabag,763.9
Vaarad Ventures,15.49
Vadilal Enterprises,3575.1
Vadilal Industries,3629.5
Vaghani Techno Build,14.17
Vaibhav Global,436.3
Vaishali Pharma,153.9
Vakrangee,25.1
Valencia Nutrition,91.61
Valiant Comm,414.75
Valiant Laboratories,172.45
Valiant Organics,423.2
Vallabh Poly-Plast,3.11
Vallabh Steels,15.58
Valson Industries,32.99
VAMA Industries,5.8
Vamshi Rubber,41.71
Vandana Knitwear,2.8
Vani Commercials,10.28
Vantage Knowledge,178.1
Vapi Enterprise,101
Vardhman Acrylics,63.8
Vardhman Concrete,10.81
Vardhman Holdings,3175.55
Vardhman Polytex,68.8
Vardhman Steel,209.75
Vardhman Textiles,431.2
Variman Global,33
Varroc Engineering,510.15
Varun Beverages,1448.75
Varun Beverages,1448.75
Varun Mercantile,1.03
Vas Infra,4.35
Vascon Engineers,75.35
Vasudhagama Enterprs,17.29
Vasundhara Rasayans,211.95
Vaswani Industries,52.05
Vaxfab Enterprise,12.15
Vaxtex Cotfab,1.35
Vaxtex Cotfab,1.35
VB Desai Financial,0
VB Industries,7.5
VCL,4.25
VCU Data Management,7.42
VDC,629.75
Vedant Fashions,1031.15
Vedanta,273.05
Vedavaag Systems,57.38
Veejay Lakshmi Engg,51.41
Veer Energy,25.85
Veeram Securities,9.74
Veerhealth Care,0
Velan Hotels,6.62
Veljan Denison,2412.4
Velox Industries,17.01
Venky's India,1770.55
Venlon Enterprises,0
Ventura Textiles,10.72
Venus Pipes & Tubes,1868.5
Venus Remedies,344.7
Veranda Learning,220.95
Veritas India,824.75
VERTEX,4.4
Vertoz Advertising,879.85
Vesuvius India,3396.9
Veto Switch Gears,141
Viaan Industries,1
Vibrant Global Cap,82.34
Viceroy Hotels,3.6
Victoria Mills,4394.95
Vidhi Specialty,424.1
Vidli Restaurants,74.5
Vijay Solvex,812
Vijay Textiles,24.72
Viji Finance,3.15
Vikalp Securities,25.51
Vikas Ecotech,4.5
Vikas Lifecare,6.1
Vikas Proppant,0.4
Vikas WSP,1.45
Vikram Thermo India,145.45
Viksit Engineering,4.25
Vimta Labs,526.4
Vinati Organics,1637.7
Vinayak Polycon,23.67
Vindhya Telelinks,2404.1
Vineet Laborator,56
Vinny Overseas,5.6
Vinny Overseas,5.6
Vintage Coffee,60.7
Vintage Securities,18.77
Vintron Informatics,36.72
Vinyl Chemicals,388.4
Vinyoflex,133.1
VIP Clothing,42.4
VIP Industries,554.8
Vippy Spin Pro,169
Vipul,31.35
Vipul Organics,200.95
Virat Crane Inds,60.8
Virat Industries,156.45
VIRESCENT,114.4
Virgo Global,9.84
Virinchi,38.95
Virtual Global Edu,1.12
Virtualsoft Systems,5.14
Virya Resources,750
Visa Steel,19.1
Visagar Financial,0.91
Visagar Polytex,1.25
Visaka Industries,133.5
Visaka Industries,133.5
Visco Trade Asso,280.9
Vishal Bearings,149.4
Vishal Fabrics,22.05
Vishnu Chemicals,301.5
Vishnu Chemicals,301.5
Vishnu Prakash R,177.5
Vishvas Projects,1.2
Vishwaraj Sugar,17.65
Vision Cinemas,2.55
Vista Pharms,14.5
Vistar Amar,250.5
Vitesse Agro,14.88
Vivanta Industries,4.38
Vivanta Industries,4.38
Vivanza Biosciences,8.35
Vivanza Biosciences,8.35
Vivid Global Inds,20.02
Vivid Mercantile,81.5
Vivimed Labs,4.95
Vivo Bio Tech,43.93
VJTF Eduservices,145.25
VKJ Infra Developers,0.52
VL E-Governance & IT,73.05
VLS Finance,278.95
VMS Industries,53.01
Vodafone Idea,14.55
Voith Paper Fabrics,0
Voltaire Leasing,14.88
Voltamp Transformers,8884.95
Voltas,1109.85
VRL Logistics,571.3
VSF Projects,62.58
VST Industries,3708.75
VST Tillers Tractors,3260.35
VTM,0
Vuenow Infratech,6.04
VVL,97.5
VXL Instruments,0
W. H. Brady & Co,554.35
Waaree Renewables,6127
Wagend Infra,0.93
Walchand Peoplefirst,234.75
Walchandnagar Inds,253.05
Wallfort Financial,126.65
Wanbury,163.1
Wardwizard Foods&Bev,21.39
Wardwizard Inn-b,11.77
Wardwizard Innov,70.06
Warren Tea,0
Waterbase,74.9
We Win,76.55
Wealth First,476.65
Websol Energy System,399.35
Weizmann,108.1
Welcast Steels,1510
Welcure Drugs,4.5
Wellesley Corp.,204.3
Welspun Corp,540.6
Welspun Enterprises,334
Welspun Investments,698.9
Welspun Living,156.45
Welspun Specialty,0
Welterman Intl,18.1
Wendt India,12907
WeP Solutions,39.52
West Coast Paper,655.4
West Leisure,176.15
Westlife Development,758.1
Wheels India,638.75
Wherrelz IT Solution,133.35
Whirlpool of India,1245.2
White Organic Agro,10.45
White Organic Retail,7.76
Whitehall Comrcl,0.02
Williamson Financial,8.03
Williamson Magor,33.45
Wim Plast,0
Windlas Biotech,580.1
Windsor Machines,88.1
Winpro Industrie,2.6
Winsome Breweries,22.8
Winsome Textile Inds,88.19
Winsome Yarns,3.55
Wipro,522.85
Wires & Fabriks,176.9
Wockhardt,610.7
Wonder Electricals,515.8
Wonderla Holidays,936.3
Woodsvilla,8.93
Worldwide Aluminium,16.62
Worth Investment,268
Worth Peripherals,113.95
WPIL,3310.25
WS Industries India,150.35
WSFX Global Pay,80.69
Xchanging Solutions,141.2
Xelpmoc Design,128.15
Xpro India,1248.05
Xtglobal Infotech,40.88
Yaan Enterprises,39.49
Yaari Digital,9.45
Yamini Investments,1.03
Yamuna Syndicate,26500
Yarn Syndicate,29.2
Yash Chemex,66.56
Yash Innoventure,28.48
Yash Management,15.97
Yash Trading & Fin,19.4
Yasho Industries,2055.85
Yashraj Containeurs,8.9
Yatharth Hospital,460.65
Yatra Online,168.2
Yes Bank,25.25
Yogi,51.01
Yogi Infra Projects,5.19
York Exports,44.64
Yuken India,834.5
Yunik Managing Adv.,12.04
Yuranus Infra,79.99
Yuvraaj Hygiene,1.55
Zaggle Prepaid Ocean,358.4
Zeal Aqua,11.85
Zee Entertainment,158.4
Zee Learn,8.3
Zee Media Corp,13.5
Zen Technologies,954.55
Zenith Exports,185.35
Zenith Fibres,84.21
Zenith Healthcare,4.85
Zenith Steel Pipes,9.55
Zenlabs Ethica,46
Zenotech Labs,68.74
Zensar Technologies,549.95
ZF Commercial,14880.1
ZF Steering Gear,0
Zicom Electn.Sec Sys,1.6
Zim Laboratories,106.8
Zodiac Clothing Co,135.75
Zodiac Energy,417.1
Zodiac Ventures,15.41
Zodiac-JRD-MKJ,31.95
Zomato,167.65
Zota Health Care,518.25
Zuari Agro Chem,212.6
Zuari Industries,299.15
Zydus,921.7
Zydus Wellness,1579.95
